token_id,market,equipment,boost,location,skill,minted,image,owner
403,miata,Oil Paint,High Art,Figueras,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/403.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
404,miata,Kitsch,High Art,Rochester,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/404.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
405,miata,Oil Paint,High Art,Delft,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/405.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
406,miata,Oil Paint,High Art,Málaga,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/406.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
407,miata,Gold Leaf,High Art,Vienna,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/407.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
408,miata,Marble,High Art,Florence,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/408.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
409,miata,Pastel,High Art,Norway,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/409.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
410,miata,Oil Paint,High Art,Giverny,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/410.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
411,miata,Oil Paint,High Art,Amsterdam,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/411.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
412,miata,Bronze,High Art,Paris,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/412.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
413,miata,Oil Paint,High Art,Auvers-sur-Oise,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/413.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
414,miata,Ink,High Art,Venice,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/414.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
415,miata,Acrylic Paint,High Art,New York,167,4/19/2024,https://ipfs.miata-ipfs.com/ipfs/QmaNS7rfQpQnMAjd6JXj12KR3tBnvSwJ2tGog9iZmfa788/415.png,terra1q5t3lshfnam6ra70cw44wq9mkrdx3wxksjxmq6
416,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/416.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
417,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/26/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/417.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
418,miata,Aegis Crown,Femme Forge,The Mining Pit,133,6/1/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/418.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
419,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/419.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
420,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/11/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/420.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
421,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/421.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
422,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/31/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/422.png,terra1smg8tks5g68u7umhvlcf8d232uru7wecqgkh8z
423,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/423.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
424,miata,Aegis Crown,Femme Forge,The Mining Pit,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/424.png,terra14t35sq909x2khre3tgq00ay45sfg0n58v6vg8a
425,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/31/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/425.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
426,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/426.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
427,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/11/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/427.png,terra1dcn4vem7d27j600qanan6xdnan3n9y9jjtdv0k
428,miata,Aegis Crown,Femme Forge,The Mining Pit,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/428.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
429,miata,Aegis Crown,Femme Forge,The Mining Pit,133,4/26/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/429.png,terra1jn29vsqnaf4qxcj3dfe7mzf7caw2ywvd05f4t5
430,miata,Aegis Crown,Femme Forge,The Mining Pit,133,5/26/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/430.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
431,miata,Comet Crusher,Liquid hydrogen,Space,133,4/26/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/431.png,terra1jn29vsqnaf4qxcj3dfe7mzf7caw2ywvd05f4t5
432,miata,Comet Crusher,Liquid hydrogen,Space,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/432.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
433,miata,Comet Crusher,Liquid hydrogen,Space,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/433.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
434,miata,Comet Crusher,Liquid hydrogen,Space,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/437.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
435,miata,Comet Crusher,Liquid hydrogen,Space,133,4/25/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/435.png,terra1jn29vsqnaf4qxcj3dfe7mzf7caw2ywvd05f4t5
436,miata,Comet Crusher,Liquid hydrogen,Space,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/436.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
437,miata,Comet Crusher,Liquid hydrogen,Space,133,5/22/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/437.png,terra199krtqdrxphhrg5r2adle46nyhza73w39k64d0
438,miata,Comet Crusher,Liquid hydrogen,Space,133,4/26/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/438.png,terra1jn29vsqnaf4qxcj3dfe7mzf7caw2ywvd05f4t5
439,miata,Comet Crusher,Liquid hydrogen,Space,133,4/26/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/439.png,terra1jn29vsqnaf4qxcj3dfe7mzf7caw2ywvd05f4t5
440,miata,Comet Crusher,Liquid hydrogen,Space,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/440.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
441,miata,Comet Crusher,Liquid hydrogen,Space,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/441.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
442,miata,Comet Crusher,Liquid hydrogen,Space,133,4/24/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/442.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
443,miata,Comet Crusher,Liquid hydrogen,Space,133,5/1/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/443.png,terra154ns0jnajcjvc4wjjrza020gaux2lzd7rwaf45
444,miata,Comet Crusher,Liquid hydrogen,Space,133,5/31/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/444.png,terra1ygp5u80w0yk4x0rr86557xjxjwfppjhy4xzauh
445,miata,Comet Crusher,Liquid hydrogen,Space,133,6/1/2024,https://ipfs.miata-ipfs.com/ipfs/QmWpWipQ5UcENnJoyP68dzwQ4xs2hXyR7NSrTUSoqZjdrw/445.png,terra10wn0hguustj8w00uvsq7x8tncuc6ak49zm64sr
